1.000000000000000000e+00,5.765216212552528585e-01,2.645963642059352972e-01,1.583574958254312937e-01,7.818017525432795212e-02,1.220606240902076950e-01,1.298742174744460243e-01,2.469311231496517656e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.799918666124440625e-01,2.153538650119241615e-01,2.292008055599624450e-01,9.605253572927911765e-02,1.790385477773248357e-01,7.638246046744477658e-02,2.039717854540647468e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.780669648908770553e-01,1.834584092212608042e-01,1.945162059257029286e-01,1.665516913278114741e-01,1.646411277531170114e-01,9.900988412297731522e-02,1.918226816491303000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,5.843838958926392824e-01,1.281657818743368593e-01,2.382713874217790850e-01,1.397413481575465188e-01,2.283410682238798395e-01,1.496870915642998789e-01,1.157933227581579710e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.929781754100582614e-01,6.490208280383676087e-02,2.647552152819038218e-01,1.318687997112783505e-01,3.092648077225211845e-01,1.342024285390952809e-01,9.500666594136467080e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.137725362613528635e-01,5.804425520453248416e-02,2.928164468701899281e-01,1.537254469909945243e-01,3.236318976606042397e-01,1.089360337558645669e-01,6.284591951781429153e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,6.315033211332520269e-01,4.153952640203005531e-02,3.520287688710280749e-01,1.390858881799321156e-01,3.190789517955348598e-01,1.051578024541412748e-01,4.310906229733359185e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,6.638199810220957175e-01,1.851353225112467929e-02,2.609647654099942482e-01,1.708837054421183110e-01,4.005984802397102862e-01,1.248673845576934172e-01,2.417213209935907547e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,7.135420902806018928e-01,8.942663099764115373e-03,3.459924961796390641e-01,9.586014761339961554e-02,3.320597652723053517e-01,2.060210563570066822e-01,1.112387147788520061e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,7.908906059373729258e-01,2.535967873290265271e-03,2.879672570658461939e-01,9.896153065818030781e-02,4.059286212909509750e-01,2.016532898347387914e-01,2.953333276993562462e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
